record_index,Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
5703,0,0,311.7,9.4,1456,45.4,6922.23,130
7902,0,1,312.3,11.6,1430,47.2,7068.16,131
2264,0,1,308.4,9.2,1415,43.5,6445.76,53
183,1,0,308.2,10.1,1485,40.7,6329.21,57
1335,1,0,310.4,11.4,1371,53.8,7724.11,228
9711,0,0,310.1,11.0,1429,42.9,6419.75,96
3065,0,1,309.2,9.1,1687,27.7,4893.54,95
3698,0,0,311.3,9.1,1758,26.4,4860.17,4
820,1,0,307.6,10.9,1516,37.4,5937.44,146
1298,0,1,309.8,11.1,1343,53.6,7538.23,134
6677,1,0,310.7,9.2,1435,38.5,5785.5,224
5288,1,0,313.2,9.4,1531,39.4,6316.84,159
4009,1,0,311.2,9.0,1630,36.0,6144.96,169
7090,0,1,310.2,9.6,1478,40.1,6206.51,5
2588,1,0,308.7,9.7,1706,28.6,5109.44,206
3471,1,0,310.7,8.9,1441,49.3,7439.43,58
8640,1,0,308.6,11.0,1383,47.5,6879.3,75
3042,0,1,309.4,9.2,1459,43.9,6707.31,39
9293,1,0,309.1,10.8,1437,38.0,5718.33,93
5521,1,0,311.9,9.3,1397,46.9,6861.17,82
5224,1,0,313.2,9.3,1590,31.9,5311.49,5
9932,1,0,308.2,9.9,1663,28.4,4945.83,67
736,1,0,308.3,11.4,1555,38.2,6220.46,175
6597,1,0,310.6,9.1,1481,46.8,7258.21,20
9139,1,0,308.5,11.0,1536,36.9,5935.35,108
2742,1,0,309.1,9.5,1369,51.4,7368.77,164
8704,1,0,308.5,11.4,1425,40.0,5969.03,35
9883,0,0,309.6,10.9,1654,34.3,5940.98,136
7288,0,1,310.6,10.4,1983,20.8,4319.31,83
446,1,0,308.6,11.1,1452,39.0,5930.07,72
7924,0,0,311.9,11.2,1389,46.5,6763.69,186
714,1,0,308.6,11.2,1609,36.2,6099.49,116
7970,0,1,312.1,11.2,1297,48.6,6600.93,76
6124,0,1,310.9,10.0,1727,30.1,5443.62,102
8713,1,0,308.6,11.4,1917,24.1,4838.02,54
3356,1,0,310.8,9.2,1355,57.8,8201.55,195
3218,1,0,309.6,9.0,1426,53.6,8004.11,66
9732,1,0,310.0,11.1,2231,17.4,4065.16,151
5045,0,1,313.2,9.1,1510,46.9,7416.15,152
725,1,0,308.8,11.4,1640,34.2,5873.52,142
4429,0,1,310.1,7.8,1731,33.4,6054.41,112
9695,1,0,309.9,11.0,1592,32.0,5334.84,60
2682,0,1,309.6,9.7,1364,44.4,6342.0,20
9089,1,0,307.9,10.7,1989,20.3,4228.24,186
4477,1,0,310.3,7.7,1647,34.2,5898.59,14
883,1,0,306.3,10.6,1490,34.3,5351.91,97
2421,1,0,308.2,9.3,2384,15.0,3744.78,19
8683,1,0,308.5,11.3,1447,47.9,7258.26,188
107,0,1,308.8,10.0,1497,46.8,7336.62,72
252,1,0,308.2,10.2,1620,35.8,6073.33,5
6886,0,1,311.3,10.5,1465,43.2,6627.5,113
5075,1,0,313.2,9.1,1366,46.6,6666.0,35
9363,1,0,308.5,10.6,1519,34.3,5456.08,61
691,1,0,309.1,11.4,1563,39.3,6432.51,56
2071,0,1,309.6,9.9,1313,60.0,8249.82,186
5428,1,0,312.4,9.7,1453,47.3,7197.06,62
3988,1,0,311.3,9.1,1554,40.2,6541.93,118
1631,1,0,308.0,10.0,1433,39.2,5882.49,87
3177,0,1,309.5,9.3,1564,33.4,5470.31,183
7471,1,0,311.7,11.4,1365,53.3,7618.83,113
4943,0,0,312.6,9.0,1436,42.0,6315.86,110
9076,1,0,308.1,10.9,1474,44.3,6838.01,152
211,1,0,308.7,10.2,1575,33.9,5591.25,128
4230,1,0,310.8,8.6,1673,32.9,5763.95,52
6622,1,0,310.7,9.0,1493,51.1,7989.31,87
5006,0,1,312.8,9.1,1366,47.3,6766.13,49
6162,1,0,310.8,9.8,1558,34.9,5694.05,196
319,1,0,308.4,10.6,1612,32.1,5418.74,183
4560,1,0,310.7,8.0,1597,41.9,7007.25,15
1655,0,1,308.0,9.8,1577,35.9,5928.64,151
3672,1,0,311.6,9.3,1658,32.3,5608.1,150
3235,1,0,309.4,8.6,1946,20.5,4177.59,111
2131,1,0,309.1,9.7,1432,45.4,6808.12,137
2618,0,1,309.1,9.7,1461,48.6,7435.58,70
4207,0,1,310.9,8.6,1710,30.4,5443.75,218
5842,1,0,311.2,9.8,1355,50.6,7179.9,37
3212,1,0,309.2,8.9,1649,32.4,5594.93,50
9161,0,1,308.5,11.0,1612,30.0,5064.25,163
5885,1,0,311.1,9.8,1647,28.2,4863.75,140
1452,1,0,310.3,11.3,1584,34.4,5706.14,83
8387,1,0,309.9,11.1,1351,47.2,6677.69,73
6448,0,0,310.2,9.5,1877,24.8,4874.66,64
9074,0,1,308.1,10.9,1554,41.3,6720.93,147
9075,1,0,308.1,10.8,1506,36.0,5677.49,150
5769,1,0,311.3,9.6,1348,51.0,7199.27,87
7237,0,1,310.0,10.2,1632,33.7,5759.42,172
7265,1,0,310.6,10.2,1384,48.7,7058.2,24
3058,1,0,309.0,9.0,1709,32.1,5744.81,79
7787,1,0,311.5,11.2,1378,47.5,6854.43,64
3564,0,1,310.6,8.9,1492,42.2,6593.41,85
5951,1,0,310.9,10.2,1650,29.4,5079.96,102
5034,0,1,313.1,9.2,1514,41.1,6516.23,121
2268,1,0,308.5,9.3,1438,46.6,7017.35,63
6508,0,0,310.1,9.1,1756,30.7,5645.36,2
6189,0,1,310.9,9.9,1910,21.9,4380.32,37
3478,1,0,310.7,8.9,1597,30.8,5150.91,74
5505,1,0,312.2,9.4,1746,27.4,5009.83,44
8558,0,1,309.0,10.7,1505,41.3,6509.01,93
2457,1,0,308.6,9.6,1661,32.2,5600.85,106
9596,1,0,310.1,11.2,1466,43.4,6662.73,50
2366,1,0,308.5,9.2,1485,44.7,6951.24,78
8300,1,0,310.1,11.4,1558,37.6,6134.57,44
3800,0,1,310.9,8.8,1916,23.1,4634.85,51
2110,0,0,309.0,9.7,1508,35.0,5527.11,70
2304,1,0,308.5,9.4,1455,39.8,6064.22,145
3209,1,0,309.2,8.9,1587,31.4,5218.37,43
4533,0,1,310.3,7.9,1375,52.5,7559.46,161
9364,1,0,308.5,10.6,1683,28.5,5022.94,63
3873,1,0,311.8,9.2,1638,35.1,6020.74,17
9666,0,1,310.3,11.2,1838,24.0,4619.4,235
389,0,1,308.7,11.1,1408,54.8,8080.01,147
857,0,1,307.1,11.0,1350,53.3,7535.11,22
8226,1,0,310.5,11.4,1389,61.4,8930.98,64
8025,0,1,312.0,11.2,1422,50.7,7549.81,219
2502,1,0,309.0,9.8,1515,48.9,7758.01,228
5469,0,1,312.2,9.5,1439,42.5,6404.4,164
5718,1,0,312.0,9.6,1621,32.5,5516.9,169
7580,1,0,311.3,10.9,1495,51.2,8015.67,175
8097,1,0,311.7,11.4,1452,41.5,6310.2,172
4707,1,0,311.8,8.3,1944,23.5,4784.02,159
2153,0,0,308.8,9.5,1397,45.4,6641.72,191
6454,1,0,310.1,9.4,1598,32.8,5488.82,79
6290,1,0,310.5,9.5,1932,21.7,4390.31,79
767,1,0,308.0,11.1,1546,31.1,5034.99,11
2725,1,0,309.4,9.6,1555,34.8,5666.8,122
4274,1,0,310.6,8.2,1445,40.3,6098.2,162
8167,0,0,311.1,11.4,1353,47.1,6673.4,143
3807,0,1,311.0,8.7,1546,35.5,5747.33,70
5491,0,1,312.2,9.5,1350,58.6,8284.38,2
1707,1,0,307.8,9.6,1439,41.6,6268.78,62
9704,1,0,310.1,11.2,1577,41.4,6836.92,80
3618,1,0,311.1,9.2,1448,46.3,7020.66,14
5800,1,0,310.9,9.4,1469,44.7,6876.35,164
7396,1,0,310.6,10.9,1616,35.1,5939.87,142
9569,0,1,311.0,11.2,1948,20.0,4079.88,185
5507,1,0,312.1,9.3,1520,39.9,6351.04,48
6416,0,0,310.1,9.7,1484,38.0,5905.36,198
5817,1,0,311.0,9.7,1542,35.1,5667.87,204
8995,1,0,308.0,10.8,1474,43.7,6745.4,162
2768,1,0,309.5,9.5,1675,30.2,5297.25,11
7801,1,0,311.4,11.4,1383,49.6,7183.44,101
3648,0,1,311.5,9.3,1443,47.0,7102.2,90
147,1,0,308.4,10.0,1515,40.1,6361.88,179
1990,1,0,307.8,9.6,1423,48.1,7167.68,183
9362,0,1,308.5,10.5,1682,33.0,5812.57,58
62,1,0,309.0,10.2,1829,22.9,4386.09,172
4478,1,0,310.2,7.7,1477,41.6,6434.32,16
7889,0,1,312.4,11.7,1371,61.7,8858.32,102
6753,1,0,310.9,9.3,1385,50.7,7353.37,195
8553,0,1,309.0,10.9,1661,38.2,6644.49,82
6140,1,0,310.7,9.9,1589,34.3,5707.51,144
3507,0,1,310.8,9.1,1502,34.4,5410.74,157
6540,0,1,310.7,9.3,1368,63.7,9125.45,92
9832,1,0,309.2,10.8,2118,17.7,3925.8,210
3670,1,0,311.7,9.4,1701,27.5,4898.53,145
5552,0,0,312.0,9.5,1579,35.7,5903.08,167
3291,0,1,310.1,8.9,1479,45.5,7047.06,44
2238,1,0,308.6,9.3,1474,49.6,7656.1,191
5445,0,1,312.8,9.8,1648,32.1,5539.76,104
1409,1,0,310.1,11.2,1466,42.5,6524.56,187
5599,0,1,312.0,9.3,1652,31.0,5362.91,81
1219,0,1,308.1,11.2,1357,41.8,5939.98,127
1115,0,1,307.3,10.9,2077,19.1,4154.31,80
9743,1,0,310.2,11.3,1562,42.5,6951.82,179
7474,1,0,311.7,11.4,1989,22.3,4644.81,121
3776,1,0,311.1,8.6,1538,36.8,5926.97,208
82,1,0,308.9,10.0,1453,40.8,6208.04,11
6015,0,1,310.8,10.0,1520,38.0,6048.61,45
2523,1,0,308.7,9.9,1635,35.2,6026.83,47
225,1,0,308.5,10.2,1362,53.8,7673.4,164
6157,1,0,311.2,10.1,1774,29.6,5498.88,186
9193,0,1,309.0,11.1,1530,40.9,6553.05,42
207,0,1,308.7,10.3,1421,60.7,9032.57,119
1135,1,0,307.9,11.0,1535,39.2,6301.2,133
7293,1,0,310.5,10.4,1627,29.2,4975.07,95
5103,1,0,313.4,9.3,1399,43.7,6402.18,111
6365,0,1,309.5,9.6,1412,57.9,8561.34,59
6054,0,0,310.8,10.1,1518,40.1,6374.48,142
9780,0,1,309.8,11.0,1477,46.7,7223.14,59
1117,1,0,307.4,10.9,1523,40.7,6491.17,85
3645,1,0,311.5,9.3,1413,43.5,6436.65,83
3544,0,1,310.9,9.0,1483,37.0,5746.08,35
4291,1,0,310.0,8.2,2032,19.0,4043.02,203
5295,1,0,313.2,9.4,1336,47.8,6687.49,176
2879,0,1,309.4,8.8,1367,63.2,9047.2,45
6752,1,0,310.9,9.3,1706,29.5,5270.23,193
2935,0,1,309.7,8.9,1680,28.2,4961.2,189
6056,1,0,310.8,10.0,1634,29.2,4996.47,149
7089,1,0,310.2,9.6,1622,34.1,5792.07,3
2817,1,0,309.5,9.3,1417,41.1,6098.74,129
7051,1,0,310.4,9.8,1556,37.7,6142.99,122
6803,0,1,310.7,9.6,1367,43.4,6212.79,111
7646,1,0,311.4,11.0,1936,23.9,4845.42,131
5772,1,0,311.3,9.7,1706,29.9,5341.69,93
8642,0,1,308.4,10.9,1596,36.6,6117.06,80
8850,1,0,309.0,11.4,1491,43.2,6745.13,7
771,0,0,308.0,11.2,1311,58.6,8045.05,19
7320,0,0,310.2,10.4,1411,49.7,7343.65,161
1764,0,0,307.6,9.4,1318,55.7,7687.75,0
9355,1,0,308.9,10.6,1708,28.0,5008.12,42
6165,1,0,310.7,9.8,1523,35.8,5709.68,205
356,0,1,308.4,10.8,1398,48.9,7158.87,63
145,1,0,308.4,9.9,1513,33.6,5323.62,172
487,0,1,309.1,11.7,1463,35.0,5362.18,183
9611,1,0,310.2,11.2,1432,42.2,6328.26,87
7347,1,0,310.2,10.6,1627,36.6,6235.87,17
5793,1,0,311.3,9.5,1471,44.2,6808.69,148
3251,1,0,309.6,8.5,1501,36.1,5674.36,156
8064,1,0,311.8,11.3,1596,34.8,5816.22,87
7804,0,1,311.4,11.5,1480,44.9,6958.84,108
5389,1,0,312.3,9.5,1366,49.1,7023.62,221
1093,0,1,307.5,10.7,1443,39.2,5923.54,13
6193,1,0,310.9,9.9,1578,38.4,6345.51,49
6044,0,1,310.9,10.1,1522,41.7,6646.29,115
6585,0,1,310.5,9.0,1600,32.8,5495.69,205
1703,0,1,307.8,9.7,1636,36.7,6287.5,51
5597,1,0,312.0,9.3,1501,37.0,5815.82,77
6059,1,0,311.0,10.1,2235,15.8,3697.97,156
5895,0,1,310.9,9.7,1460,46.7,7140.0,166
4311,0,1,310.1,8.6,1468,40.8,6272.13,32
4578,1,0,311.2,8.2,1641,32.6,5602.15,63
1048,1,0,307.6,11.1,1607,33.5,5637.54,104
1621,1,0,307.6,9.9,1844,21.9,4228.96,61
3056,1,0,309.2,9.0,1667,29.9,5219.58,75
9162,0,1,308.6,11.0,1509,39.7,6273.48,166
8320,0,1,309.7,10.9,1453,47.7,7257.93,101
8687,0,1,308.5,11.3,1604,34.9,5862.17,200
9296,0,0,309.0,10.8,1524,39.1,6240.08,100
2828,0,1,309.4,9.0,1875,23.9,4692.75,155
580,0,1,309.8,12.0,1798,25.5,4801.3,203
9839,0,1,309.2,10.8,1491,51.2,7994.22,13
6160,1,0,310.9,9.9,1570,34.0,5589.94,192
9353,1,0,308.8,10.6,1345,44.3,6239.57,37
6421,1,0,309.9,9.6,1527,41.4,6620.15,2
559,1,0,309.4,11.9,1503,40.6,6390.19,144
6005,1,0,310.5,9.9,1570,38.3,6296.9,14
5069,0,1,313.2,9.0,1380,48.7,7037.8,17
331,0,1,308.4,10.8,1391,51.9,7560.02,218
7786,1,0,311.5,11.2,1466,46.2,7092.59,62
6440,1,0,310.2,9.6,1648,31.7,5470.73,46
5740,0,1,311.7,9.4,1535,38.3,6156.53,5
5836,1,0,311.1,9.9,1550,39.7,6443.93,20
1568,1,0,308.2,10.0,1407,47.1,6939.75,153
8947,0,1,308.2,10.9,1452,38.2,5808.43,44
968,1,0,306.7,10.8,1547,40.9,6625.86,107
7100,1,0,310.2,9.5,1569,32.8,5389.21,31
8074,1,0,312.0,11.6,1631,34.9,5960.85,115
2658,1,0,309.4,9.4,1395,44.5,6500.74,181
9494,1,0,309.9,10.7,1516,41.4,6572.46,219
8664,0,0,308.6,11.1,1355,58.9,8357.63,138
657,1,0,309.2,11.5,1365,58.6,8376.43,170
8731,0,0,308.6,11.4,1486,46.6,7251.59,98
6461,1,0,310.0,9.4,1505,35.9,5657.96,95
769,1,0,308.0,11.1,1343,44.5,6258.42,15
9619,0,1,310.0,11.1,1323,52.9,7328.99,106
3654,1,0,311.4,9.3,1603,35.9,6026.38,104
7547,1,0,311.4,11.3,1430,40.9,6124.74,93
8831,0,0,308.7,11.3,1726,26.8,4844.0,158
5378,1,0,312.4,9.5,1550,36.9,5989.45,194
7380,1,0,310.2,10.6,1743,24.8,4526.66,99
7432,1,0,311.4,11.3,1484,43.1,6697.92,13
7955,0,1,311.9,11.0,1310,56.1,7695.96,35
6921,1,0,311.6,10.5,1432,48.1,7213.01,202
6862,0,1,311.2,10.1,1384,49.4,7159.65,48
1839,1,0,307.1,9.4,1715,30.2,5423.75,0
6871,1,0,311.3,10.3,1349,47.0,6639.55,71
4503,0,1,310.2,7.7,1751,30.5,5592.61,90
5881,1,0,311.1,9.7,1952,22.7,4640.17,131
4453,1,0,310.2,7.8,1400,53.7,7872.83,175
9877,1,0,309.7,10.9,1374,58.6,8431.66,123
5863,0,1,311.1,9.7,1758,25.4,4676.07,88
1802,0,0,307.6,9.5,1496,44.1,6908.74,104
8892,1,0,308.8,11.2,1475,43.0,6641.85,119
7604,1,0,311.3,10.9,1639,34.6,5938.59,24
1225,0,0,308.3,11.2,1492,41.5,6484.04,141
6962,0,1,311.1,10.4,1373,49.9,7174.63,96
6578,1,0,310.4,9.0,1543,40.9,6608.73,190
2284,1,0,308.5,9.3,1378,53.4,7705.82,100
3826,0,0,310.8,8.5,1438,43.8,6595.71,119
7066,0,1,310.7,9.9,1572,36.2,5959.22,167
239,1,0,308.2,10.2,1611,30.6,5162.33,195
7527,1,0,311.3,11.2,1470,45.2,6958.0,40
2775,1,0,309.4,9.3,1560,47.7,7792.41,26
8012,0,1,312.0,11.1,1375,56.1,8077.82,182
6272,0,1,310.6,9.5,1429,52.7,7886.27,35
2043,0,1,309.0,9.8,1597,30.3,5067.29,115
4960,1,0,312.7,8.8,1339,62.3,8735.69,156
9888,0,1,309.6,10.8,1575,34.4,5673.72,149
3939,1,0,311.6,9.1,1400,54.0,7916.81,196
8250,0,1,310.4,11.4,1394,45.2,6598.27,122
3275,0,0,310.0,8.7,1532,36.3,5823.63,2
3813,1,0,310.6,8.6,1467,44.9,6897.71,86
3060,1,0,309.1,9.1,1882,23.8,4690.57,84
5862,1,0,311.0,9.6,1470,40.6,6249.88,86
905,1,0,306.1,10.5,1474,41.2,6359.51,156
3736,0,0,311.1,8.9,1628,30.6,5216.8,105
7770,1,0,311.5,11.2,1548,32.2,5219.82,25
2266,1,0,308.5,9.3,1381,60.6,8763.85,59
4050,1,0,310.8,9.0,1456,46.6,7105.19,35
4793,0,0,312.6,9.0,1498,40.2,6306.18,155
859,0,0,307.0,10.8,1542,40.6,6556.0,28
2007,1,0,308.4,9.8,1562,34.4,5626.89,25
693,1,0,309.1,11.4,1477,38.3,5923.9,60
3189,1,0,309.1,9.0,1551,33.7,5473.57,214
8816,0,1,308.5,11.3,1425,45.8,6834.53,109
3224,0,1,309.5,8.9,1557,33.8,5511.04,84
4167,0,1,310.7,8.4,1559,33.9,5534.45,119
7538,0,1,311.4,11.2,1450,38.5,5845.98,68
2365,1,0,308.5,9.1,1845,22.9,4424.46,76
8469,0,1,309.7,11.1,1280,64.1,8592.05,71
5893,0,1,311.0,9.7,1410,52.7,7781.41,161
1459,1,0,310.3,11.3,1472,36.1,5564.72,97
4146,1,0,310.3,8.5,1482,41.4,6425.06,63
1053,0,1,307.7,11.0,1597,32.1,5368.32,114
2158,0,1,309.0,9.5,1399,49.7,7281.2,207
659,1,0,309.1,11.5,1449,49.1,7450.38,174
5269,1,0,312.9,9.4,1504,44.8,7055.93,111
4657,1,0,311.2,8.1,1628,35.2,6001.03,23
5390,0,0,312.3,9.5,1483,47.2,7330.13,223
927,0,0,306.0,10.4,1396,52.4,7660.29,0
3611,1,0,310.9,9.2,1405,46.4,6826.89,207
7157,1,0,310.0,9.8,1486,40.1,6240.1,182
4549,1,0,310.6,8.0,1549,37.5,6082.91,199
1584,0,1,308.3,10.1,1639,33.3,5715.47,191
5551,0,0,311.9,9.5,1366,47.3,6766.13,162
5231,1,0,313.1,9.3,1458,42.2,6443.16,25
4374,1,0,309.7,7.7,1551,34.8,5652.23,207
1755,1,0,307.3,9.3,1424,46.5,6934.12,185
5058,1,0,312.9,9.0,1526,42.5,6791.6,194
1689,1,0,307.5,9.6,1561,37.7,6162.73,16
1835,0,0,307.3,9.5,1555,35.8,5829.64,190
694,1,0,309.1,11.5,1394,50.0,7298.97,62
3929,0,1,311.6,8.9,1501,38.8,6098.75,171
1029,0,1,307.3,11.1,1477,35.2,5444.42,53
8075,1,0,312.0,11.6,1366,43.0,6151.03,117
7482,0,1,311.6,11.4,1510,47.5,7511.02,146
6050,0,1,311.1,10.2,1546,37.7,6103.51,133
3159,0,0,309.8,9.4,1409,47.5,7008.63,138
3204,1,0,309.0,8.9,1404,54.8,8057.05,29
6151,1,0,311.2,10.1,1555,35.3,5748.22,172
8966,1,0,307.8,10.7,1636,30.3,5191.04,90
8254,0,1,310.4,11.4,1625,37.1,6313.29,131
4518,1,0,310.3,7.9,1480,45.8,7098.32,123
2318,1,0,308.8,9.6,1405,51.4,7562.55,183
1808,1,0,307.7,9.6,2567,12.8,3440.84,125
3141,1,0,310.0,9.5,1521,45.1,7183.47,86
193,0,0,308.4,10.2,1678,34.6,6079.9,81
5376,0,0,312.3,9.5,1336,57.5,8044.57,187
3331,1,0,310.8,9.1,1559,44.5,7264.99,135
2874,1,0,309.5,8.9,1471,49.6,7640.52,29
5311,0,0,312.9,9.2,1460,49.8,7613.96,2
6580,1,0,310.4,9.1,1507,39.1,6170.48,194
4134,1,0,310.3,8.5,1688,28.8,5090.89,31
4504,1,0,310.1,7.7,1645,31.6,5443.54,93
4711,0,1,311.7,8.3,1515,44.2,7012.35,168
7662,0,1,311.6,11.1,1658,30.4,5278.21,170
7792,0,0,311.4,11.3,1485,40.4,6282.56,75
2871,0,1,309.6,8.9,1536,37.2,5983.6,19
424,1,0,308.4,11.1,1430,45.7,6843.54,15
3383,0,0,310.6,9.2,1674,33.6,5890.11,49
8393,1,0,309.5,11.0,1428,43.5,6504.98,87
7910,0,1,312.2,11.4,1664,25.7,4478.32,150
6199,1,0,310.9,10.0,1497,43.2,6772.27,62
4059,1,0,310.8,8.9,1465,44.3,6796.26,57
1319,1,0,310.3,11.3,1929,24.4,4928.91,180
5375,1,0,312.3,9.4,1530,34.9,5591.72,185
1763,1,0,307.6,9.4,1511,31.0,4905.18,209
4265,1,0,311.0,8.4,1424,38.0,5666.6,144
5766,0,1,311.2,9.5,1413,42.6,6303.48,79
1600,0,1,307.8,10.0,1543,43.7,7061.16,8
1228,0,1,308.4,11.3,1583,38.2,6332.47,150
4821,1,0,311.9,8.4,1405,45.6,6709.19,10
2376,0,1,308.3,9.1,1364,51.8,7399.0,104
7162,1,0,310.2,10.0,1378,43.9,6334.94,193
2848,0,1,309.3,9.0,1391,57.9,8434.01,204
6176,1,0,310.9,9.9,1515,37.3,5917.66,6
5380,1,0,312.3,9.5,1494,37.5,5866.92,198
8358,1,0,309.7,11.0,1547,37.4,6058.85,0
3046,0,1,309.4,9.2,1501,40.0,6287.37,48
492,1,0,309.3,11.8,1404,43.5,6395.65,195
727,0,0,308.6,11.3,1499,37.6,5902.26,147
2232,1,0,308.6,9.1,1672,30.5,5340.29,177
7005,0,1,310.7,10.1,1339,52.9,7417.62,0
3812,1,0,310.6,8.6,1392,50.0,7288.49,84
8897,0,1,308.7,11.4,1577,35.6,5879.09,133
1230,0,1,308.4,11.3,1880,23.5,4626.52,155
6695,0,1,311.0,9.3,1311,55.8,7660.65,39
2120,0,0,308.8,9.6,1908,21.3,4255.85,104
3388,0,1,310.9,9.2,1435,48.0,7213.1,66
9576,1,0,310.7,11.1,1922,23.3,4689.62,205
8883,0,1,309.2,11.3,1529,38.1,6100.44,96
4708,1,0,311.7,8.3,1793,25.8,4844.27,161
3304,1,0,310.3,9.1,1497,45.7,7164.18,76
3791,1,0,311.0,8.7,1528,43.1,6896.51,30
4350,0,1,309.7,7.8,1568,37.5,6157.52,135
5183,0,1,313.0,9.1,1901,22.5,4479.13,110
546,1,0,309.4,11.9,1809,24.3,4603.34,110
4746,1,0,311.2,8.0,1427,45.6,6814.24,25
8974,1,0,307.5,10.7,1474,42.4,6544.73,107
1191,0,1,308.3,11.1,1776,28.0,5207.5,43
1577,1,0,308.4,10.1,1484,43.4,6744.54,172
5066,1,0,313.1,9.0,1550,30.9,5015.55,9
8003,0,1,312.0,11.2,1274,67.3,8978.69,159
953,1,0,306.1,10.6,1650,32.8,5667.43,67
189,0,1,308.4,10.1,1539,43.4,6994.5,69
6617,1,0,310.6,9.0,1321,60.8,8410.76,73
9048,0,1,308.4,11.1,1370,50.5,7245.04,71
8718,1,0,308.7,11.5,1509,39.3,6210.27,66
3494,1,0,311.0,9.1,1356,45.7,6489.4,119
758,1,0,308.0,11.2,1497,41.7,6537.12,231
9200,0,1,308.8,10.9,1602,32.1,5385.13,59
2727,1,0,309.3,9.6,1434,38.5,5781.47,127
3885,1,0,311.5,9.0,1677,29.2,5127.96,49
5522,1,0,311.9,9.3,1453,39.1,5949.37,84
6455,1,0,310.1,9.4,1565,40.2,6588.23,81
9574,0,0,310.8,11.1,1418,46.6,6919.76,197
2296,1,0,308.7,9.3,1553,42.7,6944.29,128
9017,0,1,308.1,10.8,1369,52.0,7454.79,214
2511,0,1,308.9,9.9,1526,41.1,6567.88,20
876,1,0,306.3,10.6,1915,22.4,4492.06,79
2931,1,0,309.7,8.9,1373,45.4,6527.62,179
3286,1,0,310.0,8.8,1618,37.6,6370.81,32
4907,0,1,312.5,8.9,1607,33.7,5671.19,14
4772,0,1,312.0,8.4,1435,37.9,5695.34,98
1482,0,1,309.1,11.0,1448,52.5,7960.8,150
1549,1,0,308.9,10.5,1706,29.5,5270.23,107
5233,1,0,312.9,9.3,1450,45.3,6878.52,29
8835,0,0,308.8,11.4,1324,53.5,7417.72,169
6350,1,0,309.7,9.6,1362,49.1,7003.05,23
6791,1,0,310.7,9.5,1551,41.2,6691.72,82
9799,0,1,309.3,10.8,1551,34.7,5635.99,121
9716,0,0,310.0,11.0,1387,45.2,6565.13,110
6007,0,1,310.6,9.9,1349,54.5,7699.05,19
7264,0,1,310.6,10.2,1448,44.9,6808.38,21
2210,1,0,309.2,9.5,1401,54.1,7937.14,118
1156,0,0,307.8,10.8,1404,40.7,5983.98,184
6144,0,1,311.1,10.0,1615,37.7,6375.91,153
9428,0,0,308.8,10.6,1837,28.4,5463.31,34
9805,1,0,309.2,10.8,1651,28.5,4927.43,141
7862,0,1,312.0,11.5,1382,54.1,7829.5,27
8176,1,0,311.2,11.4,1564,40.0,6551.27,172
6186,0,1,311.0,9.9,1413,46.6,6895.36,30
6650,1,0,310.4,8.8,1561,35.3,5770.4,156
1657,0,1,308.0,9.9,1374,48.8,7021.59,156
5235,0,1,312.9,9.2,1511,41.0,6487.49,33
5945,0,1,310.8,10.0,1415,44.5,6593.94,87
2431,0,1,308.2,9.3,1411,51.3,7580.07,43
7397,1,0,310.6,10.9,1737,26.1,4747.54,144
2488,1,0,308.7,9.8,1356,50.7,7199.4,185
2012,1,0,308.4,9.8,1397,46.4,6788.02,36
4085,0,0,310.5,8.5,1841,23.6,4549.82,119
7191,1,0,310.3,10.0,1629,34.1,5817.07,52
3181,1,0,309.4,9.2,1527,37.0,5916.56,194
4367,0,0,309.9,7.9,1447,42.8,6485.46,185
8616,1,0,308.6,11.0,1355,46.4,6583.94,13
5656,0,1,311.5,9.2,1316,47.2,6504.69,4
4226,1,0,310.8,8.7,1596,37.1,6200.62,43
2001,1,0,308.2,9.8,1604,34.9,5862.17,11
1986,1,0,307.6,9.5,1498,42.9,6729.73,171
2891,1,0,309.6,9.0,1682,30.7,5407.46,78
9175,1,0,309.0,11.2,1403,64.2,9432.38,0
7214,0,1,309.8,9.9,1625,41.2,7010.99,109
4014,1,0,311.0,8.9,1740,30.8,5612.14,182
2454,1,0,308.6,9.6,1653,31.7,5487.33,100
7362,1,0,310.0,10.5,1594,35.1,5859.01,54
2146,1,0,308.8,9.5,1647,32.9,5674.38,172
2286,0,1,308.7,9.3,1289,60.5,8166.52,104
3707,0,1,311.3,9.2,1497,38.4,6019.79,28
8946,0,1,308.2,10.9,1846,24.5,4736.16,41
5712,1,0,311.7,9.5,1330,54.6,7604.54,154
4525,0,1,310.4,8.0,1463,42.2,6465.25,139
5032,0,1,313.1,9.1,1694,31.4,5570.21,116
2573,1,0,309.2,9.7,1499,41.5,6514.46,175
6378,1,0,309.6,9.6,1514,44.6,7071.14,98
9009,1,0,307.9,10.6,1579,34.4,5688.13,193
6233,1,0,310.9,9.7,1467,37.1,5699.45,153
5252,1,0,313.0,9.5,1322,59.5,8237.15,71
3976,0,0,311.4,9.1,1372,46.0,6609.07,86
3022,1,0,309.6,9.1,1760,30.6,5639.79,213
6909,1,0,311.2,10.4,1376,48.1,6930.94,172
5888,0,1,311.1,9.6,1507,38.6,6091.57,149
7858,1,0,311.9,11.4,1350,51.7,7308.92,18
